,repo_id,pr_src_id,repo_name,pr_src_author_association,pr_src_state,pr_created_at,pr_closed_at,created_year,created_month,closed_year,closed_month,hours_to_close,days_to_close,hours_to_first_response,days_to_first_response,hours_to_last_response,days_to_last_response,first_response_time,last_response_time,average_time_between_responses,assigned_count,review_requested_count,labeled_count,subscribed_count,mentioned_count,referenced_count,closed_count,head_ref_force_pushed_count,merged_count,milestoned_count,unlabeled_count,head_ref_deleted_count,comment_count,average_days_between_responses,average_hours_between_responses,created_yearmonth,closed_yearmonth,merged_flag,percentile_rank_local
1727,25663,324468178,spring-framework,CONTRIBUTOR,closed,2019-10-04 01:02:29,2019-10-23 10:35:39,2019,10,2019,10.0,465.552777777778,19.3980324074074,465.340833333333,19.3892013888889,465.340833333333,19.3892013888889,2019-10-23 10:22:56,2019-10-23 10:22:56,0 days 00:00:00.000000000,1,0,3,0,0,2,1,0,0,1,1,0,1,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8667466986794717
1728,25663,324871077,spring-framework,NONE,closed,2019-10-04 22:31:04,2019-11-05 16:19:42,2019,10,2019,11.0,761.810555555556,31.7421064814815,761.778055555556,31.7407523148148,1098.31472222222,45.7631134259259,2019-11-05 16:17:45,2019-11-19 16:49:57,2 days 00:04:36.000000000,7,0,14,42,42,0,7,0,0,0,7,0,7,2.0,48.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.9003601440576231
1729,25663,325151578,spring-framework,NONE,closed,2019-10-07 06:47:33,2019-10-23 16:33:56,2019,10,2019,10.0,393.773055555556,16.4072106481481,190.802777777778,7.95011574074074,195.778611111111,8.15744212962963,2019-10-15 05:35:43,2019-10-15 10:34:16,0 days 01:39:31.000000000,3,0,18,15,15,6,3,0,0,6,9,0,3,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8487394957983193
1731,25663,325985107,spring-framework,CONTRIBUTOR,closed,2019-10-08 22:10:37,2019-10-29 12:28:15,2019,10,2019,10.0,494.293888888889,20.5955787037037,472.4225,19.6842708333333,495.561944444444,20.6484143518519,2019-10-28 14:35:58,2019-10-29 13:44:20,0 days 04:37:40.400000000,5,0,30,5,5,15,5,0,0,5,10,5,5,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8715486194477791
1733,25663,326937869,spring-framework,CONTRIBUTOR,closed,2019-10-10 21:29:16,2019-10-23 16:33:57,2019,10,2019,10.0,307.078055555556,12.7949189814815,0.000555555555555556,2.31481481481481e-05,21.0252777777778,0.876053240740741,2019-10-10 21:29:18,2019-10-11 18:30:47,0 days 07:00:29.666667000,3,0,15,9,9,3,3,0,0,6,6,0,3,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8247298919567827
1734,25663,327156325,spring-framework,CONTRIBUTOR,closed,2019-10-11 11:33:25,2019-10-24 20:17:21,2019,10,2019,10.0,320.732222222222,13.3638425925926,320.732222222222,13.3638425925926,320.732222222222,13.3638425925926,2019-10-24 20:17:21,2019-10-24 20:17:21,0 days 00:00:00.000000000,1,0,5,0,0,3,1,0,0,2,2,1,1,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8283313325330132
1735,25663,327531888,spring-framework,CONTRIBUTOR,closed,2019-10-13 07:33:15,2019-11-01 12:30:40,2019,10,2019,11.0,460.956944444444,19.2065393518519,0.000555555555555556,2.31481481481481e-05,0.0419444444444444,0.00174768518518519,2019-10-13 07:33:17,2019-10-13 07:35:46,0 days 00:01:14.500000000,2,0,4,4,4,2,2,0,0,2,2,0,2,0.0,0.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8643457382953181
1736,25663,327947257,spring-framework,NONE,closed,2019-10-14 19:48:19,2019-10-30 12:11:30,2019,10,2019,10.0,376.386388888889,15.6827662037037,14.1830555555556,0.590960648148148,45.5219444444444,1.89674768518519,2019-10-15 09:59:18,2019-10-16 17:19:38,0 days 07:50:05.000000000,4,0,20,8,8,20,4,8,0,8,8,0,4,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8451380552220888
1738,25663,328295475,spring-framework,NONE,closed,2019-10-15 14:16:01,2019-11-07 07:55:03,2019,10,2019,11.0,545.650555555556,22.7354398148148,537.629722222222,22.4012384259259,545.650555555556,22.7354398148148,2019-11-06 23:53:48,2019-11-07 07:55:03,0 days 04:00:37.500000000,0,0,4,4,4,0,2,0,0,0,0,0,2,0.0,0.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8787515006002401
1740,25663,328397646,spring-framework,CONTRIBUTOR,closed,2019-10-15 18:08:03,2019-10-29 19:02:45,2019,10,2019,10.0,336.911666666667,14.0379861111111,336.911666666667,14.0379861111111,336.911666666667,14.0379861111111,2019-10-29 19:02:45,2019-10-29 19:02:45,0 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,2019-10-01 00:00:00,2019-10-01 00:00:00,Not Merged / Rejected,0.8355342136854742
1744,25663,330048638,spring-framework,NONE,closed,2019-10-19 19:09:36,2019-11-26 16:22:29,2019,10,2019,11.0,909.214722222222,37.8839467592593,478.468888888889,19.9362037037037,544.246666666667,22.6769444444444,2019-11-08 17:37:44,2019-11-11 11:24:24,0 days 21:55:33.333333000,3,0,15,0,0,0,3,0,0,3,9,0,3,0.0,0.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.9159663865546218
1748,25663,331768768,spring-framework,NONE,closed,2019-10-23 22:17:32,2019-11-08 08:47:43,2019,10,2019,11.0,370.503055555556,15.4376273148148,0.000555555555555556,2.31481481481481e-05,370.503055555556,15.4376273148148,2019-10-23 22:17:34,2019-11-08 08:47:43,5 days 03:30:03.000000000,3,0,9,9,9,6,3,0,0,3,3,0,3,5.0,120.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8427370948379351
1752,25663,332906627,spring-framework,NONE,closed,2019-10-27 23:42:29,2019-11-08 09:46:27,2019,10,2019,11.0,274.066111111111,11.4194212962963,84.5522222222222,3.52300925925926,274.066111111111,11.4194212962963,2019-10-31 12:15:37,2019-11-08 09:46:27,2 days 15:10:16.666667000,3,0,24,0,0,0,3,0,0,0,12,0,3,2.0,48.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8163265306122449
1756,25663,334284607,spring-framework,CONTRIBUTOR,closed,2019-10-30 14:18:19,2019-11-14 09:02:31,2019,10,2019,11.0,354.736666666667,14.7806944444444,0.000555555555555556,2.31481481481481e-05,354.796111111111,14.7831712962963,2019-10-30 14:18:21,2019-11-14 09:06:05,1 days 05:33:58.666667000,12,0,60,60,60,60,12,0,0,12,24,0,12,1.0,24.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8403361344537815
1761,25663,336179973,spring-framework,CONTRIBUTOR,closed,2019-11-04 09:24:37,2019-11-13 10:17:11,2019,11,2019,11.0,216.876111111111,9.03650462962963,80.0305555555556,3.33460648148148,216.876111111111,9.03650462962963,2019-11-07 17:26:27,2019-11-13 10:17:11,1 days 10:12:41.000000000,4,0,12,4,4,0,4,0,0,0,0,4,4,1.0,24.0,2019-11-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8007202881152461
1764,25663,337812332,spring-framework,NONE,closed,2019-11-07 01:34:22,2019-11-28 12:38:01,2019,11,2019,11.0,515.060833333333,21.4608680555556,0.000555555555555556,2.31481481481481e-05,515.060833333333,21.4608680555556,2019-11-07 01:34:24,2019-11-28 12:38:01,5 days 08:45:54.250000000,0,0,8,8,8,4,4,0,0,0,4,0,4,5.0,120.0,2019-11-01 00:00:00,2019-11-01 00:00:00,Not Merged / Rejected,0.8763505402160864
