,repo_id,pr_src_id,repo_name,pr_src_author_association,pr_src_state,pr_created_at,pr_closed_at,created_year,created_month,closed_year,closed_month,hours_to_close,days_to_close,hours_to_first_response,days_to_first_response,hours_to_last_response,days_to_last_response,first_response_time,last_response_time,average_time_between_responses,assigned_count,review_requested_count,labeled_count,subscribed_count,mentioned_count,referenced_count,closed_count,head_ref_force_pushed_count,merged_count,milestoned_count,unlabeled_count,head_ref_deleted_count,comment_count,average_days_between_responses,average_hours_between_responses,created_yearmonth,closed_yearmonth,merged_flag,percentile_rank_local
0,25663,240771476,spring-framework,CONTRIBUTOR,closed,2018-12-24 12:55:05,2019-02-27 14:15:45,2018,12,2019,2.0,1561.34444444444,65.0560185185185,50.8686111111111,2.11952546296296,2111.97805555556,87.9990856481482,2018-12-26 15:47:12,2019-03-22 12:53:46,2 days 23:04:21.862069000,58,0,145,232,232,174,29,0,29,29,58,0,29,2.0,48.0,2018-12-01 00:00:00,2019-02-01 00:00:00,Merged / Accepted,0.9303721488595438
1,25663,263835589,spring-framework,MEMBER,closed,2019-03-23 14:15:12,2019-05-02 09:59:11,2019,03,2019,5.0,955.733055555556,39.8222106481482,4.18972222222222,0.174571759259259,980.279722222222,40.8449884259259,2019-03-23 18:26:35,2019-05-03 10:31:59,2 days 13:00:20.250000000,16,0,48,48,48,64,16,16,16,32,16,16,16,2.0,48.0,2019-03-01 00:00:00,2019-05-01 00:00:00,Merged / Accepted,0.9183673469387755
12,25663,253635905,spring-framework,CONTRIBUTOR,closed,2019-02-16 10:59:57,2019-05-07 10:44:05,2019,02,2019,5.0,1919.73555555556,79.9889814814815,0.000277777777777778,1.15740740740741e-05,1919.51944444444,79.9799768518518,2019-02-16 10:59:58,2019-05-07 10:31:07,13 days 07:55:11.500000000,6,0,18,24,24,6,6,0,6,12,6,0,6,13.0,312.0,2019-02-01 00:00:00,2019-05-01 00:00:00,Merged / Accepted,0.9375750300120048
18,25663,244762643,spring-framework,CONTRIBUTOR,closed,2019-01-15 11:34:39,2019-02-05 14:39:47,2019,01,2019,2.0,507.085555555556,21.1285648148148,0.000277777777777778,1.15740740740741e-05,500.333333333333,20.8472222222222,2019-01-15 11:34:40,2019-02-05 07:54:39,4 days 04:03:59.800000000,5,0,5,25,25,10,5,10,5,5,0,0,5,4.0,96.0,2019-01-01 00:00:00,2019-02-01 00:00:00,Merged / Accepted,0.8739495798319328
33,25663,328534647,spring-framework,NONE,closed,2019-10-16 01:58:54,2019-11-13 16:48:27,2019,10,2019,11.0,686.825833333333,28.6177430555556,0.000833333333333333,3.47222222222222e-05,567.402777777778,23.6417824074074,2019-10-16 01:58:57,2019-11-08 17:23:04,5 days 21:51:01.750000000,4,0,12,16,16,4,4,0,4,4,4,0,4,5.0,120.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Merged / Accepted,0.8943577430972389
35,25663,308295709,spring-framework,CONTRIBUTOR,closed,2019-08-17 14:31:17,2019-08-29 11:59:15,2019,08,2019,8.0,285.466111111111,11.8944212962963,0.000277777777777778,1.15740740740741e-05,285.560555555556,11.8983564814815,2019-08-17 14:31:18,2019-08-29 12:04:55,2 days 23:23:24.250000000,4,0,12,28,28,4,4,0,4,4,8,0,4,2.0,48.0,2019-08-01 00:00:00,2019-08-01 00:00:00,Merged / Accepted,0.8199279711884754
39,25663,243981349,spring-framework,CONTRIBUTOR,closed,2019-01-11 10:47:06,2019-04-02 13:09:14,2019,01,2019,4.0,1946.36888888889,81.0987037037037,11.5855555555556,0.482731481481481,460.211388888889,19.175474537037,2019-01-11 22:22:14,2019-01-30 14:59:47,6 days 05:32:31.000000000,3,0,6,3,3,6,3,0,3,9,0,3,3,6.0,144.0,2019-01-01 00:00:00,2019-04-01 00:00:00,Merged / Accepted,0.9387755102040817
52,25663,249610579,spring-framework,CONTRIBUTOR,closed,2019-02-01 13:54:02,2019-02-15 13:55:36,2019,02,2019,2.0,336.026111111111,14.001087962963,25.9672222222222,1.08196759259259,336.035555555556,14.0014814814815,2019-02-02 15:52:04,2019-02-15 13:56:10,4 days 07:21:22.000000000,3,0,9,6,6,3,3,3,3,3,6,3,3,4.0,96.0,2019-02-01 00:00:00,2019-02-01 00:00:00,Merged / Accepted,0.8343337334933973
53,25663,306901747,spring-framework,CONTRIBUTOR,closed,2019-08-13 13:15:43,2019-08-27 10:01:30,2019,08,2019,8.0,332.763055555556,13.8651273148148,289.978888888889,12.0824537037037,333.246944444444,13.8852893518519,2019-08-25 15:14:27,2019-08-27 10:30:32,0 days 14:25:21.666667000,3,0,9,3,3,6,3,6,3,3,3,0,3,0.0,0.0,2019-08-01 00:00:00,2019-08-01 00:00:00,Merged / Accepted,0.8331332533013205
55,25663,154686057,spring-framework,CONTRIBUTOR,closed,2017-11-26 16:26:34,2018-01-09 21:12:05,2017,11,2018,1.0,1060.75861111111,44.198275462963,0.000277777777777778,1.15740740740741e-05,1060.87388888889,44.2030787037037,2017-11-26 16:26:35,2018-01-09 21:19:00,14 days 17:37:28.333333000,0,0,0,9,9,3,3,0,3,0,0,3,3,14.0,336.0,2017-11-01 00:00:00,2018-01-01 00:00:00,Merged / Accepted,0.921968787515006
58,25663,261279374,spring-framework,MEMBER,closed,2019-03-14 17:59:47,2019-04-03 09:26:38,2019,03,2019,4.0,471.4475,19.6436458333333,0.0472222222222222,0.00196759259259259,281.476388888889,11.7281828703704,2019-03-14 18:02:37,2019-03-26 11:28:22,3 days 21:48:35.000000000,3,6,6,9,9,6,3,6,3,3,0,3,3,3.0,72.0,2019-03-01 00:00:00,2019-04-01 00:00:00,Merged / Accepted,0.8679471788715486
65,25663,250670349,spring-framework,CONTRIBUTOR,closed,2019-02-06 08:38:41,2019-03-23 15:15:08,2019,02,2019,3.0,1086.6075,45.2753125,0.000555555555555556,2.31481481481481e-05,1086.61027777778,45.2754282407407,2019-02-06 08:38:43,2019-03-23 15:15:18,15 days 02:12:11.666667000,3,0,6,6,6,3,3,0,3,3,3,0,3,15.0,360.0,2019-02-01 00:00:00,2019-03-01 00:00:00,Merged / Accepted,0.9231692677070829
68,25663,270282320,spring-framework,CONTRIBUTOR,closed,2019-04-14 09:01:51,2019-04-23 10:48:21,2019,04,2019,4.0,217.775,9.07395833333333,0.000277777777777778,1.15740740740741e-05,216.783333333333,9.03263888888889,2019-04-14 09:01:52,2019-04-23 09:48:51,3 days 00:15:39.666667000,3,3,9,6,6,3,3,0,3,3,3,0,3,3.0,72.0,2019-04-01 00:00:00,2019-04-01 00:00:00,Merged / Accepted,0.801920768307323
104,25663,327367072,spring-framework,CONTRIBUTOR,closed,2019-10-11 21:04:55,2019-11-11 14:43:30,2019,10,2019,11.0,737.643055555556,30.7351273148148,573.658055555556,23.9024189814815,740.268055555556,30.8445023148148,2019-11-04 18:44:24,2019-11-11 17:21:00,3 days 11:18:18.000000000,2,0,6,2,2,4,2,0,2,2,2,2,2,3.0,72.0,2019-10-01 00:00:00,2019-11-01 00:00:00,Merged / Accepted,0.8979591836734694
131,25663,246905018,spring-framework,CONTRIBUTOR,closed,2019-01-23 10:02:24,2019-02-04 22:31:22,2019,01,2019,2.0,300.482777777778,12.5201157407407,0.000277777777777778,1.15740740740741e-05,0.0741666666666667,0.00309027777777778,2019-01-23 10:02:25,2019-01-23 10:06:51,0 days 00:02:13.000000000,2,2,2,4,4,4,2,0,2,2,0,0,2,0.0,0.0,2019-01-01 00:00:00,2019-02-01 00:00:00,Merged / Accepted,0.8211284513805522
245,25663,244726804,spring-framework,CONTRIBUTOR,closed,2019-01-15 09:33:57,2019-01-24 16:53:23,2019,01,2019,1.0,223.323888888889,9.30516203703704,59.0652777777778,2.46105324074074,59.0652777777778,2.46105324074074,2019-01-17 20:37:52,2019-01-17 20:37:52,0 days 00:00:00.000000000,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,0.0,2019-01-01 00:00:00,2019-01-01 00:00:00,Merged / Accepted,0.8043217286914766
246,25663,313198427,spring-framework,MEMBER,closed,2019-09-02 10:01:43,2019-09-20 18:48:40,2019,09,2019,9.0,440.7825,18.3659375,387.3025,16.1376041666667,387.3025,16.1376041666667,2019-09-18 13:19:52,2019-09-18 13:19:52,0 days 00:00:00.000000000,1,0,3,3,3,2,1,0,1,1,1,1,1,0.0,0.0,2019-09-01 00:00:00,2019-09-01 00:00:00,Merged / Accepted,0.8595438175270108
254,25663,245838019,spring-framework,CONTRIBUTOR,closed,2019-01-18 13:01:40,2019-02-04 22:22:21,2019,01,2019,2.0,417.344722222222,17.3893634259259,408.410833333333,17.0171180555556,408.410833333333,17.0171180555556,2019-02-04 13:26:19,2019-02-04 13:26:19,0 days 00:00:00.000000000,1,0,3,0,0,1,1,0,1,2,2,1,1,0.0,0.0,2019-01-01 00:00:00,2019-02-01 00:00:00,Merged / Accepted,0.8535414165666266
272,25663,308027047,spring-framework,CONTRIBUTOR,closed,2019-08-16 10:38:29,2019-08-27 16:22:45,2019,08,2019,8.0,269.737777777778,11.2390740740741,269.740833333333,11.2392013888889,269.740833333333,11.2392013888889,2019-08-27 16:22:56,2019-08-27 16:22:56,0 days 00:00:00.000000000,1,0,2,0,0,1,1,0,1,1,1,1,1,0.0,0.0,2019-08-01 00:00:00,2019-08-01 00:00:00,Merged / Accepted,0.8127250900360145
1081,25663,129957279,spring-framework,NONE,closed,2017-07-11 16:57:14,2018-07-09 17:16:16,2017,07,2018,7.0,8712.31722222222,363.013217592593,0.000555555555555556,2.31481481481481e-05,8724.53333333333,363.522222222222,2017-07-11 16:57:16,2018-07-10 05:29:14,40 days 09:23:33.111111000,0,0,9,63,63,0,9,9,0,0,9,0,9,40.0,960.0,2017-07-01 00:00:00,2018-07-01 00:00:00,Not Merged / Rejected,0.9879951980792316
1084,25663,130790242,spring-framework,NONE,closed,2017-07-17 06:22:37,2017-09-26 14:43:39,2017,07,2017,9.0,1712.35055555556,71.3479398148148,0.000555555555555556,2.31481481481481e-05,1712.35055555556,71.3479398148148,2017-07-17 06:22:39,2017-09-26 14:43:39,23 days 18:47:00.000000000,0,0,0,12,12,0,3,0,0,0,0,0,3,23.0,552.0,2017-07-01 00:00:00,2017-09-01 00:00:00,Not Merged / Rejected,0.9351740696278511
1089,25663,131737949,spring-framework,NONE,closed,2017-07-21 09:53:50,2017-09-29 12:42:24,2017,07,2017,9.0,1682.80944444444,70.1170601851852,0.000277777777777778,1.15740740740741e-05,1682.81472222222,70.1172800925926,2017-07-21 09:53:51,2017-09-29 12:42:43,35 days 01:24:26.000000000,0,0,2,2,2,0,2,0,0,0,0,0,2,35.0,840.0,2017-07-01 00:00:00,2017-09-01 00:00:00,Not Merged / Rejected,0.9339735894357744
1090,25663,131892853,spring-framework,CONTRIBUTOR,closed,2017-07-22 09:05:59,2018-03-30 18:09:49,2017,07,2018,3.0,6033.06388888889,251.377662037037,6033.06388888889,251.377662037037,6033.06388888889,251.377662037037,2018-03-30 18:09:49,2018-03-30 18:09:49,0 days 00:00:00.000000000,2,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,2017-07-01 00:00:00,2018-03-01 00:00:00,Not Merged / Rejected,0.9795918367346939
1091,25663,132178229,spring-framework,CONTRIBUTOR,closed,2017-07-25 01:27:42,2017-08-15 13:11:45,2017,07,2017,8.0,515.734166666667,21.4889236111111,4.8625,0.202604166666667,515.734166666667,21.4889236111111,2017-07-25 06:19:27,2017-08-15 13:11:45,7 days 02:17:26.000000000,0,0,3,6,6,3,3,6,0,0,3,0,3,7.0,168.0,2017-07-01 00:00:00,2017-08-01 00:00:00,Not Merged / Rejected,0.8775510204081632
1097,25663,134054022,spring-framework,NONE,closed,2017-08-03 22:18:14,2017-08-17 07:46:42,2017,08,2017,8.0,321.474444444444,13.3947685185185,0.000277777777777778,1.15740740740741e-05,321.474444444444,13.3947685185185,2017-08-03 22:18:15,2017-08-17 07:46:42,3 days 08:22:06.750000000,0,0,4,12,12,0,4,0,0,0,0,0,4,3.0,72.0,2017-08-01 00:00:00,2017-08-01 00:00:00,Not Merged / Rejected,0.82953181272509
1098,25663,134277480,spring-framework,NONE,closed,2017-08-05 03:14:22,2017-11-03 05:26:52,2017,08,2017,11.0,2162.20833333333,90.0920138888889,0.000555555555555556,2.31481481481481e-05,1257.71638888889,52.404849537037,2017-08-05 03:14:24,2017-09-26 12:57:21,17 days 11:14:19.000000000,0,0,3,6,6,0,3,0,0,0,0,0,3,17.0,408.0,2017-08-01 00:00:00,2017-11-01 00:00:00,Not Merged / Rejected,0.9447779111644657
1101,25663,135927032,spring-framework,CONTRIBUTOR,closed,2017-08-16 02:03:43,2019-02-05 14:05:49,2017,08,2019,2.0,12924.035,538.501458333333,12924.035,538.501458333333,12924.035,538.501458333333,2019-02-05 14:05:49,2019-02-05 14:05:49,0 days 00:00:00.000000000,1,1,2,0,0,0,1,4,0,0,1,0,1,0.0,0.0,2017-08-01 00:00:00,2019-02-01 00:00:00,Not Merged / Rejected,0.9987995198079231
1106,25663,137164177,spring-framework,NONE,closed,2017-08-23 08:59:08,2018-01-12 14:37:35,2017,08,2018,1.0,3413.64083333333,142.235034722222,0.000555555555555556,2.31481481481481e-05,0.341944444444444,0.0142476851851852,2017-08-23 08:59:10,2017-08-23 09:19:39,0 days 00:05:07.250000000,0,0,4,12,12,0,4,0,0,0,4,0,4,0.0,0.0,2017-08-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.9675870348139256
1109,25663,137469009,spring-framework,NONE,closed,2017-08-24 14:32:05,2019-01-07 08:16:59,2017,08,2019,1.0,12017.7483333333,500.739513888889,0.000277777777777778,1.15740740740741e-05,12017.7483333333,500.739513888889,2017-08-24 14:32:06,2019-01-07 08:16:59,29 days 10:55:34.882353000,0,0,0,119,119,0,17,17,0,0,0,17,17,29.0,696.0,2017-08-01 00:00:00,2019-01-01 00:00:00,Not Merged / Rejected,0.9975990396158463
1111,25663,138528533,spring-framework,MEMBER,closed,2017-08-30 21:07:25,2017-09-09 11:20:30,2017,08,2017,9.0,230.218055555556,9.59241898148148,48.4786111111111,2.01994212962963,230.218055555556,9.59241898148148,2017-09-01 21:36:08,2017-09-09 11:20:30,3 days 18:52:11.000000000,0,0,0,2,2,0,2,12,0,0,0,0,2,3.0,72.0,2017-08-01 00:00:00,2017-09-01 00:00:00,Not Merged / Rejected,0.8067226890756303
1117,25663,139979355,spring-framework,CONTRIBUTOR,closed,2017-09-08 08:17:11,2017-09-28 13:04:16,2017,09,2017,9.0,484.784722222222,20.1993634259259,0.000277777777777778,1.15740740740741e-05,484.784722222222,20.1993634259259,2017-09-08 08:17:12,2017-09-28 13:04:16,6 days 17:35:41.333333000,0,0,0,6,6,0,3,0,0,0,0,0,3,6.0,144.0,2017-09-01 00:00:00,2017-09-01 00:00:00,Not Merged / Rejected,0.8703481392557023
1118,25663,140046091,spring-framework,MEMBER,closed,2017-09-08 14:07:43,2017-09-25 13:21:10,2017,09,2017,9.0,407.224166666667,16.9676736111111,407.224166666667,16.9676736111111,407.224166666667,16.9676736111111,2017-09-25 13:21:10,2017-09-25 13:21:10,0 days 00:00:00.000000000,1,0,0,1,1,4,1,0,0,0,0,0,1,0.0,0.0,2017-09-01 00:00:00,2017-09-01 00:00:00,Not Merged / Rejected,0.8523409363745498
1143,25663,145845922,spring-framework,NONE,closed,2017-10-11 02:58:19,2018-07-18 17:23:31,2017,10,2018,7.0,6734.42,280.600833333333,0.000277777777777778,1.15740740740741e-05,6734.80805555556,280.617002314815,2017-10-11 02:58:20,2018-07-18 17:46:48,20 days 01:03:27.714286000,0,0,0,140,140,0,14,14,0,0,0,0,14,20.0,480.0,2017-10-01 00:00:00,2018-07-01 00:00:00,Not Merged / Rejected,0.9831932773109243
1155,25663,147745574,spring-framework,CONTRIBUTOR,closed,2017-10-20 08:35:00,2018-02-09 09:19:04,2017,10,2018,2.0,2688.73444444444,112.030601851852,0.000555555555555556,2.31481481481481e-05,0.0119444444444444,0.000497685185185185,2017-10-20 08:35:02,2017-10-20 08:35:43,0 days 00:00:20.500000000,0,0,0,4,4,2,2,0,0,0,0,2,2,0.0,0.0,2017-10-01 00:00:00,2018-02-01 00:00:00,Not Merged / Rejected,0.9555822328931572
1161,25663,148930744,spring-framework,CONTRIBUTOR,closed,2017-10-26 13:13:32,2017-11-13 14:54:56,2017,10,2017,11.0,433.69,18.0704166666667,433.69,18.0704166666667,433.69,18.0704166666667,2017-11-13 14:54:56,2017-11-13 14:54:56,0 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,2017-10-01 00:00:00,2017-11-01 00:00:00,Not Merged / Rejected,0.8571428571428571
1168,25663,151211406,spring-framework,CONTRIBUTOR,closed,2017-11-07 19:54:57,2018-12-17 22:30:36,2017,11,2018,12.0,9722.59416666667,405.108090277778,9722.59416666667,405.108090277778,9722.59416666667,405.108090277778,2018-12-17 22:30:36,2018-12-17 22:30:36,0 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,2017-11-01 00:00:00,2018-12-01 00:00:00,Not Merged / Rejected,0.9915966386554622
1176,25663,153208044,spring-framework,CONTRIBUTOR,closed,2017-11-17 03:35:37,2019-07-31 07:45:41,2017,11,2019,7.0,14908.1677777778,621.173657407407,4.22416666666667,0.176006944444444,14908.1677777778,621.173657407407,2017-11-17 07:49:04,2019-07-31 07:45:41,206 days 23:58:52.333333000,0,0,9,0,0,0,3,0,0,0,6,0,3,206.0,4944.0,2017-11-01 00:00:00,2019-07-01 00:00:00,Not Merged / Rejected,1.0
1178,25663,153482666,spring-framework,CONTRIBUTOR,closed,2017-11-19 06:00:20,2018-03-30 14:09:10,2017,11,2018,3.0,3152.14722222222,131.339467592593,3152.14722222222,131.339467592593,3152.14722222222,131.339467592593,2018-03-30 14:09:10,2018-03-30 14:09:10,0 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,2017-11-01 00:00:00,2018-03-01 00:00:00,Not Merged / Rejected,0.963985594237695
1181,25663,154009442,spring-framework,NONE,closed,2017-11-21 21:47:17,2017-12-14 16:00:47,2017,11,2017,12.0,546.225,22.759375,0.666111111111111,0.0277546296296296,564.496111111111,23.5206712962963,2017-11-21 22:27:15,2017-12-15 10:17:03,5 days 20:57:27.000000000,0,0,0,4,4,0,4,0,0,0,0,0,4,5.0,120.0,2017-11-01 00:00:00,2017-12-01 00:00:00,Not Merged / Rejected,0.879951980792317
1184,25663,154933147,spring-framework,CONTRIBUTOR,closed,2017-11-27 22:28:57,2018-02-04 10:41:51,2017,11,2018,2.0,1644.215,68.5089583333333,1644.28055555556,68.5116898148148,1644.28055555556,68.5116898148148,2018-02-04 10:45:47,2018-02-04 10:45:47,0 days 00:00:00.000000000,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.0,2017-11-01 00:00:00,2018-02-01 00:00:00,Not Merged / Rejected,0.9327731092436975
1186,25663,155395245,spring-framework,NONE,closed,2017-11-29 16:53:15,2017-12-18 14:53:29,2017,11,2017,12.0,454.003888888889,18.9168287037037,0.000277777777777778,1.15740740740741e-05,456.813611111111,19.033900462963,2017-11-29 16:53:16,2017-12-18 17:42:04,2 days 09:06:06.000000000,0,0,8,32,32,0,8,0,0,0,0,0,8,2.0,48.0,2017-11-01 00:00:00,2017-12-01 00:00:00,Not Merged / Rejected,0.8619447779111644
1187,25663,155477121,spring-framework,CONTRIBUTOR,closed,2017-11-29 23:05:40,2018-01-09 21:52:58,2017,11,2018,1.0,982.788333333333,40.9495138888889,982.788333333333,40.9495138888889,982.788333333333,40.9495138888889,2018-01-09 21:52:58,2018-01-09 21:52:58,0 days 00:00:00.000000000,1,0,0,1,1,1,1,0,0,0,0,0,1,0.0,0.0,2017-11-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.9195678271308524
1188,25663,155783208,spring-framework,NONE,closed,2017-12-01 04:58:50,2018-02-07 13:36:43,2017,12,2018,2.0,1640.63138888889,68.3596412037037,0.000277777777777778,1.15740740740741e-05,1653.16666666667,68.8819444444444,2017-12-01 04:58:51,2018-02-08 02:08:50,17 days 05:17:29.750000000,0,0,0,12,12,0,4,0,0,0,0,0,4,17.0,408.0,2017-12-01 00:00:00,2018-02-01 00:00:00,Not Merged / Rejected,0.9315726290516206
1192,25663,156960410,spring-framework,NONE,closed,2017-12-07 10:48:23,2018-03-30 13:45:01,2017,12,2018,3.0,2714.94388888889,113.122662037037,0.000277777777777778,1.15740740740741e-05,2714.94388888889,113.122662037037,2017-12-07 10:48:24,2018-03-30 13:45:01,37 days 16:58:52.333333000,0,0,0,6,6,0,3,0,0,0,0,0,3,37.0,888.0,2017-12-01 00:00:00,2018-03-01 00:00:00,Not Merged / Rejected,0.9567827130852341
1195,25663,157759854,spring-framework,NONE,closed,2017-12-12 08:00:28,2017-12-22 17:27:15,2017,12,2017,12.0,249.446388888889,10.393599537037,0.0891666666666667,0.00371527777777778,249.446388888889,10.393599537037,2017-12-12 08:05:49,2017-12-22 17:27:15,2 days 14:20:21.500000000,0,0,8,12,12,0,4,0,0,0,4,0,4,2.0,48.0,2017-12-01 00:00:00,2017-12-01 00:00:00,Not Merged / Rejected,0.8103241296518607
1197,25663,157942059,spring-framework,MEMBER,closed,2017-12-12 21:21:10,2018-01-14 22:47:58,2017,12,2018,1.0,793.446666666667,33.0602777777778,793.446666666667,33.0602777777778,793.446666666667,33.0602777777778,2018-01-14 22:47:58,2018-01-14 22:47:58,0 days 00:00:00.000000000,0,0,0,0,0,1,1,1,0,0,0,0,1,0.0,0.0,2017-12-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.9039615846338536
1199,25663,159656251,spring-framework,NONE,closed,2017-12-21 13:22:44,2018-01-17 18:07:50,2017,12,2018,1.0,652.751666666667,27.1979861111111,0.0,0.0,652.751666666667,27.1979861111111,2017-12-21 13:22:44,2018-01-17 18:07:50,9 days 01:35:02.000000000,6,0,0,6,6,0,3,9,0,0,0,0,3,9.0,216.0,2017-12-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.8895558223289316
1203,25663,159983446,spring-framework,CONTRIBUTOR,closed,2017-12-23 23:49:44,2018-01-11 20:58:50,2017,12,2018,1.0,453.151666666667,18.8813194444444,453.151666666667,18.8813194444444,453.151666666667,18.8813194444444,2018-01-11 20:58:50,2018-01-11 20:58:50,0 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,2017-12-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.8607442977190877
1204,25663,159984864,spring-framework,CONTRIBUTOR,closed,2017-12-24 01:04:39,2018-01-08 22:37:46,2017,12,2018,1.0,381.551944444444,15.8979976851852,0.000277777777777778,1.15740740740741e-05,381.551944444444,15.8979976851852,2017-12-24 01:04:40,2018-01-08 22:37:46,3 days 04:18:37.200000000,0,0,5,20,20,5,5,0,0,0,5,0,5,3.0,72.0,2017-12-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.8475390156062425
1205,25663,160082903,spring-framework,NONE,closed,2017-12-26 04:39:10,2018-11-19 21:58:06,2017,12,2018,11.0,7889.31555555556,328.721481481481,3.82111111111111,0.159212962962963,21.6122222222222,0.900509259259259,2017-12-26 08:28:26,2017-12-27 02:15:54,0 days 08:53:44.000000000,0,0,2,4,4,0,2,2,0,0,2,0,2,0.0,0.0,2017-12-01 00:00:00,2018-11-01 00:00:00,Not Merged / Rejected,0.985594237695078
1206,25663,160150857,spring-framework,CONTRIBUTOR,closed,2017-12-26 17:24:35,2018-01-15 14:19:59,2017,12,2018,1.0,476.923333333333,19.8718055555556,3.57472222222222,0.148946759259259,476.9825,19.8742708333333,2017-12-26 20:59:04,2018-01-15 14:23:32,9 days 20:42:14.000000000,2,0,2,2,2,2,2,0,0,0,0,2,2,9.0,216.0,2017-12-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.8691476590636255
1210,25663,162535436,spring-framework,CONTRIBUTOR,closed,2018-01-12 02:32:05,2018-01-23 16:14:28,2018,01,2018,1.0,277.706388888889,11.571099537037,277.706388888889,11.571099537037,277.706388888889,11.571099537037,2018-01-23 16:14:28,2018-01-23 16:14:28,0 days 00:00:00.000000000,1,0,1,0,0,0,1,0,0,0,0,1,1,0.0,0.0,2018-01-01 00:00:00,2018-01-01 00:00:00,Not Merged / Rejected,0.8175270108043218
1215,25663,165035457,spring-framework,CONTRIBUTOR,closed,2018-01-25 05:56:04,2018-07-21 03:05:35,2018,01,2018,7.0,4245.15861111111,176.881608796296,10.5916666666667,0.441319444444444,4245.15861111111,176.881608796296,2018-01-25 16:31:34,2018-07-21 03:05:35,44 days 02:38:30.250000000,0,0,4,8,8,0,4,0,0,0,4,4,4,44.0,1056.0,2018-01-01 00:00:00,2018-07-01 00:00:00,Not Merged / Rejected,0.9735894357743097
1216,25663,165307650,spring-framework,NONE,closed,2018-01-26 08:01:00,2018-07-18 16:44:08,2018,01,2018,7.0,4160.71888888889,173.363287037037,0.000277777777777778,1.15740740740741e-05,4160.71888888889,173.363287037037,2018-01-26 08:01:01,2018-07-18 16:44:08,28 days 21:27:11.166667000,6,0,0,30,30,0,6,0,0,0,0,0,6,28.0,672.0,2018-01-01 00:00:00,2018-07-01 00:00:00,Not Merged / Rejected,0.9723889555822329
1217,25663,165331761,spring-framework,NONE,closed,2018-01-26 10:26:09,2018-02-09 16:39:02,2018,01,2018,2.0,342.214722222222,14.2589467592593,338.910277777778,14.1212615740741,342.214722222222,14.2589467592593,2018-02-09 13:20:46,2018-02-09 16:39:02,0 days 01:39:08.000000000,0,0,0,2,2,0,2,0,0,0,0,0,2,0.0,0.0,2018-01-01 00:00:00,2018-02-01 00:00:00,Not Merged / Rejected,0.8367346938775511
1220,25663,166518427,spring-framework,NONE,closed,2018-02-01 12:02:23,2018-03-01 04:26:22,2018,02,2018,3.0,664.399722222222,27.6833217592593,0.000277777777777778,1.15740740740741e-05,0.0288888888888889,0.0012037037037037,2018-02-01 12:02:24,2018-02-01 12:04:07,0 days 00:00:51.500000000,0,0,0,4,4,0,2,0,0,0,0,0,2,0.0,0.0,2018-02-01 00:00:00,2018-03-01 00:00:00,Not Merged / Rejected,0.8907563025210085
1222,25663,166659765,spring-framework,NONE,closed,2018-02-01 21:42:46,2019-03-08 15:16:13,2018,02,2019,3.0,9593.5575,399.7315625,10.9413888888889,0.455891203703704,9593.5575,399.7315625,2018-02-02 08:39:15,2019-03-08 15:16:13,99 days 19:39:14.500000000,0,0,12,16,16,0,4,0,0,0,8,0,4,99.0,2376.0,2018-02-01 00:00:00,2019-03-01 00:00:00,Not Merged / Rejected,0.9903961584633854
1227,25663,167873463,spring-framework,CONTRIBUTOR,closed,2018-02-08 04:12:15,2018-05-15 08:56:42,2018,02,2018,5.0,2308.74083333333,96.1975347222222,2297.92805555556,95.7470023148148,2308.74083333333,96.1975347222222,2018-05-14 22:07:56,2018-05-15 08:56:42,0 days 03:36:15.333333000,3,0,0,3,3,0,3,0,0,0,0,0,3,0.0,0.0,2018-02-01 00:00:00,2018-05-01 00:00:00,Not Merged / Rejected,0.9519807923169268
1232,25663,169292673,spring-framework,NONE,closed,2018-02-15 06:15:52,2018-07-10 09:19:50,2018,02,2018,7.0,3483.06611111111,145.12775462963,3483.06611111111,145.12775462963,3483.06611111111,145.12775462963,2018-07-10 09:19:50,2018-07-10 09:19:50,0 days 00:00:00.000000000,0,0,1,0,0,0,1,3,0,0,0,0,1,0.0,0.0,2018-02-01 00:00:00,2018-07-01 00:00:00,Not Merged / Rejected,0.9711884753901561
